user_id,book_title,rating
user_100,Sapiens,3
user_51,Gone Girl,3
user_10,The Kite Runner,4
user_23,Anna Karenina,3
user_155,A Little Life,3
user_314,Pride and Prejudice,4
user_357,The Road,2
user_173,The Immortal Life of Henrietta Lacks,4
user_54,Sapiens,3
user_243,Ender's Game,2
user_355,Sapiens,3
user_327,Foundation,3
user_183,Neuromancer,4
user_319,"Thinking, Fast and Slow",3
user_171,Circe,4
user_223,The Midnight Library,4
user_6,The Night Circus,4
user_177,To Kill a Mockingbird,4
user_284,The Left Hand of Darkness,5
user_179,Neuromancer,3
user_266,The Night Circus,3
user_302,Great Expectations,3
user_264,In Cold Blood,4
user_30,A Brief History of Time,3
user_46,Where the Crawdads Sing,4
user_317,The Immortal Life of Henrietta Lacks,4
user_118,A Little Life,4
user_360,The Kite Runner,4
user_389,Crime and Punishment,3
user_179,War and Peace,4
user_179,Rebecca,3
user_343,A Little Life,4
user_112,Moby-Dick,4
user_243,The Name of the Wind,3
user_7,Beloved,4
user_73,Moby-Dick,4
user_386,Dune,5
user_358,The Immortal Life of Henrietta Lacks,4
user_0,"Guns, Germs, and Steel",2
user_348,The Name of the Wind,4
user_45,Crime and Punishment,3
user_267,Ender's Game,4
user_315,Dune,5
user_110,And Then There Were None,2
user_192,The Left Hand of Darkness,5
user_225,"Thinking, Fast and Slow",3
user_272,Pride and Prejudice,5
user_177,The Night Circus,2
user_196,The Immortal Life of Henrietta Lacks,5
user_33,Educated,4
user_151,Circe,4
user_386,A Little Life,2
user_373,The Silence of the Lambs,3
user_95,A Little Life,4
user_244,Dune,3
user_210,A Little Life,3
user_268,The Hobbit,4
user_3,"Guns, Germs, and Steel",3
user_81,The Midnight Library,3
user_388,Mistborn,3
user_382,A Game of Thrones,5
user_249,Into Thin Air,3
user_252,Into Thin Air,4
user_54,The Kite Runner,4
user_354,The Silence of the Lambs,4
user_25,Into Thin Air,4
user_339,Never Let Me Go,4
user_298,The Left Hand of Darkness,5
user_11,A Game of Thrones,5
user_351,The Da Vinci Code,4
user_180,Rebecca,3
user_225,In Cold Blood,5
user_308,Beloved,5
user_359,Wuthering Heights,3
user_220,The Immortal Life of Henrietta Lacks,4
user_359,"Thinking, Fast and Slow",3
user_46,The Kite Runner,4
user_131,Circe,3
user_200,Sapiens,3
user_282,Great Expectations,2
user_53,War and Peace,4
user_165,Moby-Dick,4
user_369,The Great Gatsby,3
user_242,The Great Gatsby,4
user_36,Educated,4
user_57,The Fellowship of the Ring,5
user_17,The Girl with the Dragon Tattoo,4
user_319,The Night Circus,3
user_138,Neuromancer,4
user_9,The Road,2
user_368,To Kill a Mockingbird,5
user_137,Jane Eyre,3
user_212,The Hound of the Baskervilles,3
user_387,The Hobbit,4
user_281,Into Thin Air,3
user_232,To Kill a Mockingbird,5
user_344,Beloved,4
user_386,Into Thin Air,3
user_284,Normal People,4
user_193,The Great Gatsby,3
user_310,The Hound of the Baskervilles,4
user_86,The Fellowship of the Ring,3
user_85,The Left Hand of Darkness,4
user_190,Beloved,4
user_249,The Kite Runner,3
user_69,And Then There Were None,2
user_146,The Immortal Life of Henrietta Lacks,4
user_204,"Thinking, Fast and Slow",4
user_306,Rebecca,4
user_100,Crime and Punishment,2
user_234,Crime and Punishment,3
user_54,Dune,4
user_334,Ender's Game,2
user_23,Foundation,4
user_307,The Night Circus,4
user_358,Neuromancer,4
user_117,Never Let Me Go,4
user_374,The Name of the Wind,3
user_131,Beloved,4
user_87,Into Thin Air,2
user_137,Moby-Dick,4
user_122,Educated,4
user_243,The Girl with the Dragon Tattoo,5
user_313,The Night Circus,3
user_365,The Great Gatsby,3
user_383,The Girl with the Dragon Tattoo,4
user_375,The Hound of the Baskervilles,4
user_64,Mistborn,3
user_20,Normal People,2
user_245,Beloved,4
user_224,And Then There Were None,2
user_243,Normal People,4
user_329,Normal People,3
user_66,The Left Hand of Darkness,4
user_143,Into Thin Air,2
user_331,The Night Circus,3
user_195,Circe,3
user_11,Circe,4
user_146,To Kill a Mockingbird,4
user_321,To Kill a Mockingbird,4
user_309,Jane Eyre,3
user_333,Normal People,3
user_166,The Fellowship of the Ring,3
user_20,A Little Life,3
user_196,Where the Crawdads Sing,4
user_226,The Kite Runner,2
user_251,Rebecca,4
user_370,To Kill a Mockingbird,4
user_351,To Kill a Mockingbird,4
user_125,Gone Girl,4
user_228,Foundation,3
user_298,To Kill a Mockingbird,4
user_375,Crime and Punishment,3
user_63,The Wright Brothers,4
user_2,Sapiens,3
user_303,Gone Girl,3
user_118,Neuromancer,5
user_289,Anna Karenina,4
user_107,Neuromancer,4
user_341,The Name of the Wind,3
user_211,The Silence of the Lambs,4
user_38,The Hobbit,3
user_281,"Guns, Germs, and Steel",2
user_170,Foundation,3
user_250,Great Expectations,1
user_270,The Left Hand of Darkness,4
user_326,Sapiens,3
user_34,Where the Crawdads Sing,5
user_338,Jane Eyre,5
user_124,The Road,3
user_293,The Kite Runner,5
user_90,Great Expectations,2
user_370,Foundation,4
user_101,Dune,5
user_205,The Kite Runner,3
user_93,The Silence of the Lambs,4
user_293,The Hobbit,5
user_136,The Wright Brothers,4
user_162,"Guns, Germs, and Steel",3
user_32,The Fellowship of the Ring,3
user_111,The Hobbit,4
user_110,A Game of Thrones,5
user_372,In Cold Blood,4
user_207,War and Peace,2
user_323,The Immortal Life of Henrietta Lacks,3
user_308,Mistborn,3
user_131,Pride and Prejudice,4
user_108,In Cold Blood,4
user_288,Crime and Punishment,2
user_33,"Thinking, Fast and Slow",3
user_57,The Silence of the Lambs,3
user_368,Crime and Punishment,2
user_17,Ender's Game,4
user_1,Into Thin Air,4
user_37,Normal People,3
user_301,Educated,3
user_220,Beloved,4
user_114,The Hound of the Baskervilles,4
user_32,The Da Vinci Code,3
user_93,The Wright Brothers,5
user_344,To Kill a Mockingbird,4
user_276,Circe,4
user_391,And Then There Were None,3
user_351,Crime and Punishment,3
user_277,The Immortal Life of Henrietta Lacks,3
user_287,Neuromancer,5
user_128,The Name of the Wind,3
user_195,The Midnight Library,3
user_121,Where the Crawdads Sing,4
user_132,Never Let Me Go,4
user_125,Into Thin Air,3
user_167,Mistborn,2
user_7,The Silence of the Lambs,4
user_113,"Guns, Germs, and Steel",3
user_212,To Kill a Mockingbird,3
user_290,Mistborn,3
user_4,The Immortal Life of Henrietta Lacks,2
user_377,Foundation,4
user_345,And Then There Were None,3
user_231,Circe,4
user_75,Ender's Game,4
user_397,Foundation,4
user_277,The Girl with the Dragon Tattoo,4
user_174,Mistborn,3
user_270,Circe,3
user_373,The Left Hand of Darkness,4
user_85,Anna Karenina,4
user_189,The Da Vinci Code,3
user_33,The Great Gatsby,3
user_101,The Midnight Library,3
user_331,The Immortal Life of Henrietta Lacks,3
user_70,Into Thin Air,4
user_142,Wuthering Heights,3
user_223,War and Peace,4
user_112,The Da Vinci Code,3
user_7,Normal People,3
user_385,War and Peace,4
user_250,The Girl with the Dragon Tattoo,4
user_324,Sapiens,3
user_64,Anna Karenina,4
user_75,Sapiens,4
user_165,The Road,3
user_73,Wuthering Heights,3
user_345,A Brief History of Time,2
user_252,"Guns, Germs, and Steel",2
user_44,Dune,5
user_33,The Road,3
user_299,Ender's Game,4
user_217,The Immortal Life of Henrietta Lacks,4
user_12,Sapiens,3
user_325,Rebecca,4
user_26,Sapiens,3
user_320,And Then There Were None,2
user_65,Wuthering Heights,4
user_166,A Little Life,2
user_64,Neuromancer,3
user_148,The Night Circus,5
user_359,The Hound of the Baskervilles,4
user_110,Educated,5
user_224,Into Thin Air,3
user_361,In Cold Blood,5
user_38,Crime and Punishment,3
user_242,Where the Crawdads Sing,4
user_55,The Midnight Library,3
user_362,War and Peace,4
user_330,Normal People,3
user_119,And Then There Were None,2
user_238,Sapiens,2
user_71,War and Peace,4
user_114,Sapiens,3
user_73,The Left Hand of Darkness,4
user_140,Great Expectations,3
user_305,A Game of Thrones,5
user_294,The Midnight Library,3
user_221,The Hound of the Baskervilles,4
user_310,Moby-Dick,4
user_191,Normal People,5
user_392,Pride and Prejudice,3
user_111,The Fellowship of the Ring,3
user_75,"Thinking, Fast and Slow",4
user_361,Educated,4
user_114,The Name of the Wind,4
user_183,Wuthering Heights,2
user_49,Wuthering Heights,5
user_135,The Silence of the Lambs,4
user_388,And Then There Were None,2
user_294,The Fellowship of the Ring,3
user_165,Circe,4
user_29,The Road,3
user_381,Normal People,4
user_87,To Kill a Mockingbird,4
user_193,Circe,3
user_56,Mistborn,3
user_140,Normal People,3
user_174,The Hound of the Baskervilles,4
user_54,The Wright Brothers,3
user_0,The Wright Brothers,4
user_365,The Silence of the Lambs,4
user_185,The Great Gatsby,3
user_319,Normal People,3
user_222,A Brief History of Time,2
user_331,The Hobbit,4
user_380,Moby-Dick,4
user_288,Where the Crawdads Sing,4
user_46,Pride and Prejudice,4
user_395,Jane Eyre,2
user_387,The Road,3
user_340,"Thinking, Fast and Slow",4
user_269,In Cold Blood,4
user_301,A Little Life,4
user_95,Foundation,4
user_318,Crime and Punishment,2
user_24,A Little Life,3
user_270,"Guns, Germs, and Steel",3
user_391,The Road,4
user_301,The Silence of the Lambs,4
user_34,Sapiens,4
user_176,Great Expectations,3
user_287,Where the Crawdads Sing,5
user_148,The Midnight Library,4
user_326,A Game of Thrones,5
user_228,Pride and Prejudice,4
user_234,The Immortal Life of Henrietta Lacks,4
user_351,The Hobbit,4
user_64,The Silence of the Lambs,4
user_92,The Hound of the Baskervilles,3
user_340,Wuthering Heights,3
user_183,Beloved,4
user_63,The Hobbit,3
user_300,Moby-Dick,5
user_103,Where the Crawdads Sing,5
user_136,Jane Eyre,4
user_305,The Wright Brothers,4
user_275,Neuromancer,3
user_2,The Midnight Library,3
user_13,Sapiens,3
user_247,Ender's Game,2
user_305,Great Expectations,3
user_371,The Da Vinci Code,3
user_244,The Great Gatsby,3
user_363,Moby-Dick,4
user_47,Mistborn,3
user_377,The Da Vinci Code,3
user_129,Into Thin Air,3
user_79,Wuthering Heights,4
user_135,Dune,5
user_222,Dune,4
user_304,Pride and Prejudice,4
user_201,The Wright Brothers,4
user_195,Never Let Me Go,5
user_379,The Kite Runner,4
user_218,"Thinking, Fast and Slow",3
user_159,Never Let Me Go,5
user_103,Great Expectations,4
user_344,Jane Eyre,3
user_199,The Fellowship of the Ring,4
user_121,The Da Vinci Code,3
user_349,And Then There Were None,2
user_354,Anna Karenina,4
user_370,Pride and Prejudice,3
user_35,To Kill a Mockingbird,4
user_254,The Hobbit,4
user_122,The Hound of the Baskervilles,3
user_255,Moby-Dick,5
user_364,Foundation,3
user_388,A Little Life,4
user_61,Beloved,4
user_326,The Night Circus,3
user_286,The Immortal Life of Henrietta Lacks,4
user_83,Into Thin Air,3
user_47,Moby-Dick,4
user_344,Great Expectations,3
user_95,"Guns, Germs, and Steel",3
user_110,Moby-Dick,4
user_394,A Brief History of Time,3
user_383,A Brief History of Time,3
user_146,Foundation,3
user_243,Jane Eyre,4
user_366,The Immortal Life of Henrietta Lacks,3
user_352,Sapiens,4
user_135,A Little Life,4
user_303,The Night Circus,4
user_86,Rebecca,3
user_219,War and Peace,4
user_232,Neuromancer,3
user_344,The Fellowship of the Ring,4
user_41,The Wright Brothers,3
user_208,The Kite Runner,4
user_177,Wuthering Heights,2
user_209,Gone Girl,4
user_384,Pride and Prejudice,4
user_18,Where the Crawdads Sing,4
user_94,Foundation,3
user_31,The Great Gatsby,3
user_169,Anna Karenina,4
user_73,Into Thin Air,2
user_373,And Then There Were None,2
user_151,In Cold Blood,5
user_218,A Little Life,2
user_336,The Hound of the Baskervilles,5
user_42,Sapiens,3
user_357,The Hobbit,4
user_49,Great Expectations,4
user_256,And Then There Were None,3
user_84,The Name of the Wind,3
user_174,Sapiens,3
user_35,Normal People,3
user_374,A Little Life,4
user_49,Circe,5
user_258,The Road,3
user_236,The Da Vinci Code,3
user_306,"Thinking, Fast and Slow",3
user_290,The Great Gatsby,3
user_59,The Kite Runner,4
user_163,A Little Life,3
user_231,The Fellowship of the Ring,4
user_51,The Name of the Wind,3
user_195,Anna Karenina,4
user_323,The Left Hand of Darkness,4
user_154,Wuthering Heights,4
user_83,Ender's Game,3
user_142,The Wright Brothers,3
user_194,The Name of the Wind,3
user_202,Jane Eyre,4
user_240,The Da Vinci Code,4
user_364,Rebecca,3
user_72,Mistborn,4
user_173,Wuthering Heights,3
user_333,Anna Karenina,4
user_3,Into Thin Air,3
user_223,The Girl with the Dragon Tattoo,5
user_283,The Immortal Life of Henrietta Lacks,3
user_183,Never Let Me Go,4
user_298,The Immortal Life of Henrietta Lacks,4
user_170,A Little Life,4
user_224,Jane Eyre,4
user_244,The Hobbit,4
user_62,Dune,4
user_284,The Fellowship of the Ring,5
user_27,Circe,4
user_55,"Thinking, Fast and Slow",4
user_82,Foundation,4
user_14,Gone Girl,4
user_189,The Girl with the Dragon Tattoo,4
user_56,Foundation,4
user_191,A Little Life,3
user_140,And Then There Were None,3
user_276,Gone Girl,4
user_326,Neuromancer,3
user_273,Foundation,4
user_363,A Brief History of Time,3
user_271,Anna Karenina,3
user_224,The Midnight Library,4
user_379,The Night Circus,3
user_111,The Great Gatsby,4
user_233,Pride and Prejudice,4
user_313,The Immortal Life of Henrietta Lacks,4
user_278,To Kill a Mockingbird,4
user_337,The Midnight Library,2
user_203,The Left Hand of Darkness,5
user_4,The Fellowship of the Ring,3
user_160,The Hobbit,4
user_61,Ender's Game,3
user_166,The Da Vinci Code,2
user_325,And Then There Were None,3
user_317,Anna Karenina,4
user_15,The Immortal Life of Henrietta Lacks,4
user_332,Gone Girl,3
user_313,The Road,4
user_60,Into Thin Air,3
user_97,"Thinking, Fast and Slow",3
user_27,In Cold Blood,4
user_9,The Fellowship of the Ring,3
user_107,A Little Life,4
user_355,A Game of Thrones,5
user_153,Where the Crawdads Sing,4
user_220,The Name of the Wind,3
user_48,Where the Crawdads Sing,4
user_194,And Then There Were None,4
user_273,Never Let Me Go,5
user_38,"Thinking, Fast and Slow",3
user_255,Foundation,3
user_25,The Left Hand of Darkness,4
user_30,Ender's Game,3
user_246,Mistborn,4
user_384,Normal People,4
user_194,Rebecca,3
user_219,Anna Karenina,3
user_338,"Guns, Germs, and Steel",3
user_77,"Thinking, Fast and Slow",4
user_23,The Kite Runner,5
user_268,The Wright Brothers,2
user_146,Rebecca,4
user_298,A Little Life,3
user_99,The Hobbit,4
user_212,Normal People,3
user_212,A Little Life,2
user_157,Sapiens,3
user_260,The Hound of the Baskervilles,4
user_341,Crime and Punishment,3
user_264,Anna Karenina,4
user_207,Normal People,3
user_176,The Hound of the Baskervilles,5
user_342,Where the Crawdads Sing,4
user_270,Beloved,4
user_6,"Thinking, Fast and Slow",3
user_172,The Girl with the Dragon Tattoo,3
user_184,The Hound of the Baskervilles,4
user_354,Into Thin Air,2
user_52,Where the Crawdads Sing,4
user_144,The Girl with the Dragon Tattoo,4
user_131,Where the Crawdads Sing,4
user_175,To Kill a Mockingbird,3
user_336,Into Thin Air,4
user_349,Wuthering Heights,3
user_57,The Girl with the Dragon Tattoo,4
user_379,The Midnight Library,3
user_240,Pride and Prejudice,3
user_173,Pride and Prejudice,4
user_279,Anna Karenina,4
user_3,Normal People,4
user_150,Foundation,4
user_226,The Immortal Life of Henrietta Lacks,4
user_161,The Hobbit,5
user_11,A Brief History of Time,3
user_57,A Little Life,3
user_60,The Road,4
user_253,The Girl with the Dragon Tattoo,4
user_95,The Midnight Library,3
user_309,Sapiens,3
user_94,Never Let Me Go,4
user_32,In Cold Blood,4
user_88,The Hobbit,5
user_194,Beloved,4
user_151,Dune,3
user_88,The Night Circus,3
user_64,Crime and Punishment,3
user_93,Pride and Prejudice,4
user_167,Never Let Me Go,4
user_118,Sapiens,4
user_369,Foundation,3
user_395,Gone Girl,4
user_285,Wuthering Heights,4
user_74,The Hobbit,4
user_179,Educated,4
user_108,The Fellowship of the Ring,3
user_334,The Wright Brothers,3
user_99,The Da Vinci Code,2
user_283,Great Expectations,2
user_141,The Hound of the Baskervilles,4
user_305,The Girl with the Dragon Tattoo,4
user_91,The Wright Brothers,4
user_305,Wuthering Heights,4
user_353,Educated,3
user_293,Ender's Game,3
user_360,The Fellowship of the Ring,5
user_387,Never Let Me Go,5
user_209,Normal People,2
user_262,Neuromancer,5
user_242,Anna Karenina,4
user_122,Crime and Punishment,3
user_213,Where the Crawdads Sing,3
user_369,The Fellowship of the Ring,4
user_125,The Wright Brothers,4
user_202,The Hobbit,5
user_262,Where the Crawdads Sing,3
user_315,And Then There Were None,3
user_180,Crime and Punishment,3
user_323,The Kite Runner,3
user_140,To Kill a Mockingbird,4
user_1,A Game of Thrones,5
user_150,A Little Life,3
user_196,"Guns, Germs, and Steel",3
user_116,Great Expectations,3
user_49,The Wright Brothers,4
user_60,A Brief History of Time,3
user_290,The Fellowship of the Ring,3
user_190,Normal People,3
user_239,Sapiens,4
user_207,"Thinking, Fast and Slow",2
user_118,Foundation,4
user_91,War and Peace,4
user_324,The Midnight Library,2
user_363,Into Thin Air,4
user_272,A Brief History of Time,4
user_389,Dune,4
user_13,The Immortal Life of Henrietta Lacks,3
user_396,The Name of the Wind,4
user_377,The Hound of the Baskervilles,3
user_227,Sapiens,4
user_42,Rebecca,3
user_142,Foundation,3
user_264,Into Thin Air,4
user_114,The Girl with the Dragon Tattoo,5
user_172,The Hound of the Baskervilles,4
user_76,The Great Gatsby,3
user_257,Rebecca,4
user_318,The Left Hand of Darkness,5
user_262,The Hound of the Baskervilles,4
user_209,Beloved,4
user_356,The Left Hand of Darkness,4
user_220,Crime and Punishment,3
user_126,The Immortal Life of Henrietta Lacks,2
user_87,Normal People,4
user_374,Pride and Prejudice,4
user_203,Pride and Prejudice,4
user_169,Wuthering Heights,4
user_30,The Name of the Wind,2
user_159,War and Peace,4
user_366,The Night Circus,2
user_106,War and Peace,4
user_292,Normal People,4
user_212,The Hobbit,4
user_58,Normal People,4
user_57,Beloved,5
user_102,The Girl with the Dragon Tattoo,5
user_186,The Hobbit,5
user_132,War and Peace,3
user_353,The Great Gatsby,3
user_274,Pride and Prejudice,3
user_29,A Little Life,4
user_310,Gone Girl,4
user_206,Dune,4
user_340,Foundation,4
user_13,The Girl with the Dragon Tattoo,4
user_21,Wuthering Heights,4
user_136,The Silence of the Lambs,3
user_373,In Cold Blood,3
user_44,Moby-Dick,5
user_345,Educated,2
user_230,The Road,4
user_41,Educated,3
user_375,The Road,3
user_166,The Kite Runner,4
user_350,The Left Hand of Darkness,4
user_288,Neuromancer,3
user_46,A Brief History of Time,4
user_165,Great Expectations,2
user_35,Pride and Prejudice,4
user_256,The Fellowship of the Ring,5
user_381,"Thinking, Fast and Slow",3
user_245,Where the Crawdads Sing,4
user_287,The Hound of the Baskervilles,4
user_155,Rebecca,2
user_245,Wuthering Heights,5
user_188,A Little Life,4
user_44,The Wright Brothers,4
user_192,Gone Girl,4
user_275,Wuthering Heights,4
user_342,Sapiens,4
user_374,Neuromancer,3
user_267,Sapiens,4
user_192,The Hobbit,4
user_313,Crime and Punishment,3
user_44,Jane Eyre,5
user_202,The Kite Runner,5
user_62,Normal People,4
user_12,The Name of the Wind,3
user_96,Neuromancer,3
user_317,Sapiens,4
user_383,The Hound of the Baskervilles,3
user_335,Dune,4
user_116,A Brief History of Time,3
user_121,The Fellowship of the Ring,4
user_214,Crime and Punishment,3
user_207,Where the Crawdads Sing,4
user_142,Sapiens,4
user_382,Anna Karenina,3
user_286,Never Let Me Go,5
user_361,Mistborn,5
user_303,Foundation,3
user_30,Moby-Dick,4
user_103,The Hound of the Baskervilles,4
user_259,The Midnight Library,3
user_20,The Great Gatsby,2
user_126,Neuromancer,3
user_252,"Thinking, Fast and Slow",4
user_38,Dune,3
user_29,The Night Circus,2
user_391,Educated,3
user_341,Great Expectations,3
user_259,Never Let Me Go,4
user_290,In Cold Blood,3
user_351,Wuthering Heights,4
user_41,Ender's Game,4
user_260,The Kite Runner,4
user_395,To Kill a Mockingbird,4
user_55,Wuthering Heights,4
user_157,The Left Hand of Darkness,4
user_128,"Thinking, Fast and Slow",2
user_307,Rebecca,3
user_202,Sapiens,4
user_131,Never Let Me Go,5
user_168,Educated,3
user_390,Never Let Me Go,5
user_217,Mistborn,3
user_204,Normal People,4
user_307,The Hobbit,5
user_234,A Game of Thrones,5
user_39,Beloved,4
user_247,A Brief History of Time,4
user_350,Sapiens,2
user_160,A Little Life,3
user_160,The Da Vinci Code,3
user_21,Great Expectations,3
user_171,The Fellowship of the Ring,4
user_384,Jane Eyre,5
user_87,Never Let Me Go,5
user_334,The Silence of the Lambs,4
user_291,The Wright Brothers,5
user_42,The Immortal Life of Henrietta Lacks,4
user_98,The Hound of the Baskervilles,3
user_73,A Game of Thrones,4
user_312,Mistborn,3
user_251,The Wright Brothers,3
user_265,A Brief History of Time,4
user_166,War and Peace,3
user_355,And Then There Were None,2
user_65,Gone Girl,3
user_241,Educated,4
user_395,The Midnight Library,3
user_299,"Guns, Germs, and Steel",2
user_41,Dune,4
user_114,Dune,5
user_215,Educated,4
user_21,Ender's Game,4
user_176,A Little Life,3
user_31,The Name of the Wind,3
user_19,Circe,4
user_76,The Hobbit,5
user_355,Pride and Prejudice,4
user_109,The Hound of the Baskervilles,3
user_297,Rebecca,2
user_362,Gone Girl,4
user_84,The Da Vinci Code,3
user_352,"Guns, Germs, and Steel",3
user_389,Never Let Me Go,3
user_258,War and Peace,3
user_126,Dune,3
user_70,The Road,4
user_166,Rebecca,3
user_157,Anna Karenina,3
user_316,Wuthering Heights,3
user_225,A Brief History of Time,4
user_165,Foundation,4
user_133,A Brief History of Time,2
user_70,Ender's Game,4
user_319,Pride and Prejudice,3
user_102,Pride and Prejudice,3
user_228,Normal People,3
user_72,To Kill a Mockingbird,5
user_70,The Girl with the Dragon Tattoo,5
user_134,Rebecca,4
user_208,The Immortal Life of Henrietta Lacks,4
user_350,The Road,3
user_357,The Immortal Life of Henrietta Lacks,4
user_78,Where the Crawdads Sing,3
user_153,Jane Eyre,3
user_205,And Then There Were None,4
user_223,And Then There Were None,4
user_307,Normal People,4
user_268,To Kill a Mockingbird,4
user_253,The Road,4
user_324,Into Thin Air,2
user_225,The Immortal Life of Henrietta Lacks,4
user_115,The Hound of the Baskervilles,4
user_161,Foundation,4
user_268,The Great Gatsby,3
user_152,The Left Hand of Darkness,4
user_304,The Hobbit,4
user_128,Where the Crawdads Sing,3
user_173,"Thinking, Fast and Slow",4
user_92,A Game of Thrones,5
user_215,The Fellowship of the Ring,4
user_77,And Then There Were None,2
user_218,Ender's Game,4
user_102,Ender's Game,4
user_62,"Guns, Germs, and Steel",3
user_143,The Night Circus,1
user_79,Never Let Me Go,5
user_1,The Left Hand of Darkness,5
user_298,The Midnight Library,3
user_237,The Immortal Life of Henrietta Lacks,3
user_332,Beloved,3
user_113,In Cold Blood,5
user_168,Sapiens,4
user_258,The Night Circus,3
user_185,"Thinking, Fast and Slow",3
user_380,Into Thin Air,3
user_166,The Hound of the Baskervilles,3
user_256,"Guns, Germs, and Steel",3
user_376,Pride and Prejudice,3
user_333,The Name of the Wind,4
user_94,The Left Hand of Darkness,4
user_306,Beloved,5
user_206,The Immortal Life of Henrietta Lacks,3
user_295,Dune,4
user_252,The Great Gatsby,5
user_363,Mistborn,3
user_7,Mistborn,4
user_134,Dune,5
user_322,Anna Karenina,5
user_399,Sapiens,2
user_175,"Thinking, Fast and Slow",3
user_0,Neuromancer,4
user_14,In Cold Blood,5
user_21,Jane Eyre,3
user_70,Wuthering Heights,3
user_362,The Midnight Library,3
user_124,Into Thin Air,2
user_321,Ender's Game,5
user_247,The Kite Runner,3
user_327,And Then There Were None,3
user_236,The Road,4
user_156,Moby-Dick,3
user_249,The Night Circus,2
user_291,Foundation,4
user_191,Foundation,4
user_156,Dune,4
user_189,Gone Girl,3
user_106,A Brief History of Time,4
user_314,Sapiens,3
user_260,Sapiens,2
user_27,War and Peace,4
user_374,In Cold Blood,5
user_242,Sapiens,4
user_231,Jane Eyre,4
user_188,Ender's Game,4
user_158,Rebecca,5
user_248,Great Expectations,3
user_366,Normal People,2
user_332,Great Expectations,2
user_297,Mistborn,4
user_371,Rebecca,2
user_207,Mistborn,3
user_276,The Wright Brothers,4
user_301,Crime and Punishment,4
user_62,The Girl with the Dragon Tattoo,4
user_40,Beloved,5
user_173,Great Expectations,3
user_397,The Wright Brothers,4
user_348,The Road,5
user_136,The Da Vinci Code,3
user_287,To Kill a Mockingbird,5
user_317,Circe,3
user_198,"Guns, Germs, and Steel",3
user_284,The Night Circus,3
user_13,The Silence of the Lambs,4
user_76,Ender's Game,3
user_385,Gone Girl,4
user_112,Ender's Game,3
user_133,Into Thin Air,3
user_105,Moby-Dick,5
user_295,Circe,4
user_270,Moby-Dick,4
user_331,In Cold Blood,3
user_234,The Great Gatsby,4
user_134,Foundation,4
user_239,Educated,3
user_88,The Da Vinci Code,3
user_214,In Cold Blood,5
user_150,Normal People,3
user_196,The Hobbit,5
user_193,A Game of Thrones,5
user_255,To Kill a Mockingbird,5
user_115,The Immortal Life of Henrietta Lacks,4
user_294,The Da Vinci Code,4
user_271,Beloved,3
user_208,And Then There Were None,4
user_163,In Cold Blood,4
user_297,Never Let Me Go,5
user_48,The Great Gatsby,3
user_152,The Da Vinci Code,3
user_212,Where the Crawdads Sing,3
user_235,In Cold Blood,4
user_58,Wuthering Heights,5
user_315,Moby-Dick,4
user_95,Moby-Dick,5
user_88,A Game of Thrones,5
user_19,Ender's Game,4
user_111,The Da Vinci Code,3
user_319,Jane Eyre,5
user_125,A Game of Thrones,5
user_138,In Cold Blood,5
user_54,The Night Circus,2
user_311,And Then There Were None,3
user_83,The Hobbit,4
user_317,The Da Vinci Code,3
user_89,Beloved,5
user_268,A Game of Thrones,4
user_206,The Midnight Library,3
user_240,Mistborn,4
user_261,Circe,4
user_218,Sapiens,3
user_66,The Great Gatsby,4
user_396,The Da Vinci Code,4
user_226,Mistborn,2
user_384,The Fellowship of the Ring,5
user_289,The Midnight Library,3
user_360,Into Thin Air,4
user_129,Neuromancer,4
user_180,Educated,4
user_19,And Then There Were None,3
user_366,Crime and Punishment,3
user_100,Never Let Me Go,5
user_57,The Hobbit,5
user_221,The Fellowship of the Ring,4
user_272,A Game of Thrones,5
user_161,The Night Circus,3
user_53,Beloved,4
user_23,Wuthering Heights,4
user_227,Rebecca,3
user_251,"Guns, Germs, and Steel",3
user_372,Never Let Me Go,5
user_251,Educated,3
user_396,Normal People,3
user_358,A Brief History of Time,3
user_346,Crime and Punishment,4
user_36,"Thinking, Fast and Slow",3
user_207,Moby-Dick,2
user_201,Wuthering Heights,4
user_118,A Brief History of Time,3
user_249,The Silence of the Lambs,4
user_100,The Night Circus,3
user_104,Dune,4
user_271,The Name of the Wind,2
user_182,The Road,4
user_320,The Immortal Life of Henrietta Lacks,3
user_265,The Immortal Life of Henrietta Lacks,3
user_94,Anna Karenina,4
user_327,Beloved,3
user_23,The Girl with the Dragon Tattoo,5
user_31,Into Thin Air,2
user_183,Normal People,3
user_367,Rebecca,2
user_118,The Da Vinci Code,3
user_390,Great Expectations,4
user_259,The Night Circus,2
user_195,The Left Hand of Darkness,5
user_216,Rebecca,2
user_322,The Great Gatsby,4
user_376,Foundation,5
user_328,Jane Eyre,3
user_9,The Hound of the Baskervilles,3
user_29,And Then There Were None,4
user_285,Into Thin Air,3
user_235,Foundation,3
user_356,The Hobbit,4
user_212,The Girl with the Dragon Tattoo,3
user_30,Pride and Prejudice,3
user_380,Circe,4
user_378,The Hobbit,4
user_332,Wuthering Heights,3
user_117,Great Expectations,3
user_262,The Great Gatsby,4
user_119,A Little Life,3
user_191,"Guns, Germs, and Steel",4
user_368,The Girl with the Dragon Tattoo,4
user_372,Beloved,4
user_99,The Wright Brothers,2
